dataset,model_uid,run_id,compression_family,compression_profile,search_mode,target_fpir,comparison_role,threshold_policy,query_representation,gallery_representation,distance_function,score_space,threshold,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir20,tpir20_wilson95_low,tpir20_wilson95_high,tpir20_retention,compressed_minus_origin_tpir20,compressed_minus_origin_tpir20_paired_bootstrap95_low,compressed_minus_origin_tpir20_paired_bootstrap95_high,closed_set_rank20_recall,storage_bytes_per_embedding,codebook_bytes,gallery_storage_bytes,amortized_storage_bytes_per_gallery_template,target_met_on_test
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_direct_cosine,0.2,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.371869504452,0.00829383886256,0.0049468781778,0.0138737144106,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,512,0,289792,5795.84,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_direct_cosine,0.2,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.387153506279,0.00592417061611,0.00322107366682,0.0108709434642,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,512,0,289792,5795.84,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_direct_cosine,0.3,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_direct_cosine,0.3,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.371869504452,0.00829383886256,0.0049468781778,0.0138737144106,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,512,0,289792,5795.84,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_direct_cosine,0.3,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.387153506279,0.00592417061611,0.00322107366682,0.0108709434642,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,512,0,289792,5795.84,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_reconstruction_cosine,0.01,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_reconstruction_cosine,0.01,compressed_frozen_threshold,frozen_origin,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,512,0,289792,5795.84,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_reconstruction_cosine,0.01,compressed_recalibrated,recalibrated_compressed,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869534254,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,512,0,289792,5795.84,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_reconstruction_cosine,0.05,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_reconstruction_cosine,0.05,compressed_frozen_threshold,frozen_origin,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,512,0,289792,5795.84,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_reconstruction_cosine,0.05,compressed_recalibrated,recalibrated_compressed,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869534254,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,512,0,289792,5795.84,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_reconstruction_cosine,0.1,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_reconstruction_cosine,0.1,compressed_frozen_threshold,frozen_origin,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,512,0,289792,5795.84,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_reconstruction_cosine,0.1,compressed_recalibrated,recalibrated_compressed,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869534254,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,512,0,289792,5795.84,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_reconstruction_cosine,0.2,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_reconstruction_cosine,0.2,compressed_frozen_threshold,frozen_origin,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,512,0,289792,5795.84,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_reconstruction_cosine,0.2,compressed_recalibrated,recalibrated_compressed,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869534254,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,512,0,289792,5795.84,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_reconstruction_cosine,0.3,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_reconstruction_cosine,0.3,compressed_frozen_threshold,frozen_origin,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,512,0,289792,5795.84,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_128,pca_reconstruction_cosine,0.3,compressed_recalibrated,recalibrated_compressed,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869534254,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,512,0,289792,5795.84,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_direct_cosine,0.01,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_direct_cosine,0.01,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.371869504452,0.00829383886256,0.0049468781778,0.0138737144106,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_direct_cosine,0.01,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.387153446674,0.00592417061611,0.00322107366682,0.0108709434642,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_direct_cosine,0.05,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_direct_cosine,0.05,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.371869504452,0.00829383886256,0.0049468781778,0.0138737144106,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_direct_cosine,0.05,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.387153446674,0.00592417061611,0.00322107366682,0.0108709434642,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_direct_cosine,0.1,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_direct_cosine,0.1,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.371869504452,0.00829383886256,0.0049468781778,0.0138737144106,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_direct_cosine,0.1,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.387153446674,0.00592417061611,0.00322107366682,0.0108709434642,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_direct_cosine,0.2,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_direct_cosine,0.2,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.371869504452,0.00829383886256,0.0049468781778,0.0138737144106,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_direct_cosine,0.2,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.387153446674,0.00592417061611,0.00322107366682,0.0108709434642,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_direct_cosine,0.3,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_direct_cosine,0.3,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.371869504452,0.00829383886256,0.0049468781778,0.0138737144106,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_direct_cosine,0.3,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.387153446674,0.00592417061611,0.00322107366682,0.0108709434642,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_reconstruction_cosine,0.01,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_reconstruction_cosine,0.01,compressed_frozen_threshold,frozen_origin,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,1024,0,577536,11550.72,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_reconstruction_cosine,0.01,compressed_recalibrated,recalibrated_compressed,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869564056,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,1024,0,577536,11550.72,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_reconstruction_cosine,0.05,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_reconstruction_cosine,0.05,compressed_frozen_threshold,frozen_origin,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_reconstruction_cosine,0.05,compressed_recalibrated,recalibrated_compressed,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869564056,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_reconstruction_cosine,0.1,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_reconstruction_cosine,0.1,compressed_frozen_threshold,frozen_origin,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_reconstruction_cosine,0.1,compressed_recalibrated,recalibrated_compressed,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869564056,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_reconstruction_cosine,0.2,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_reconstruction_cosine,0.2,compressed_frozen_threshold,frozen_origin,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_reconstruction_cosine,0.2,compressed_recalibrated,recalibrated_compressed,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869564056,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_reconstruction_cosine,0.3,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_reconstruction_cosine,0.3,compressed_frozen_threshold,frozen_origin,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_256,pca_reconstruction_cosine,0.3,compressed_recalibrated,recalibrated_compressed,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,0.371869564056,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,1024,0,577536,11550.72,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_32,pca_direct_cosine,0.01,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_32,pca_direct_cosine,0.01,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.371869504452,0.594786729858,0.571177260398,0.617965757898,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.989495798319,128,0,73984,1479.68,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_32,pca_direct_cosine,0.01,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.576059758663,0.0142180094787,0.00957290919012,0.0210691220418,0.957983193277,0.935995073281,0.972638376342,0.978540772532,-0.0210084033613,-0.0336134453782,-0.0105042016807,0.989495798319,128,0,73984,1479.68,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_32,pca_direct_cosine,0.05,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_32,pca_direct_cosine,0.05,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.371869504452,0.594786729858,0.571177260398,0.617965757898,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.989495798319,128,0,73984,1479.68,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_32,pca_direct_cosine,0.05,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.502897679806,0.085308056872,0.0729056909003,0.0995936040538,0.974789915966,0.956456737673,0.985521058724,0.995708154506,-0.00420168067227,-0.0105042016807,0,0.989495798319,128,0,73984,1479.68,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_32,pca_direct_cosine,0.1,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_32,pca_direct_cosine,0.1,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.371869504452,0.594786729858,0.571177260398,0.617965757898,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.989495798319,128,0,73984,1479.68,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_32,pca_direct_cosine,0.1,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.472747921944,0.142180094787,0.12633149053,0.159653615402,0.976890756303,0.959097733567,0.987048106177,0.997854077253,-0.00210084033613,-0.0063025210084,0,0.989495798319,128,0,73984,1479.68,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_32,pca_direct_cosine,0.2,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pca,pca_32,pca_direct_cosine,0.2,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.371869504452,0.594786729858,0.571177260398,0.617965757898,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.989495798319,128,0,73984,1479.68,False
