case_id,extraction_uid,dataset_id,sample_id,model_uid,compression_family,compression_profile,search_mode,target_fpir,is_mated,threshold_policy,top1_score_drift,agreement_with_origin,threshold_crossing,origin_fallback_used,saliency_target_eligible,heatmap_available,angular_error_rad,retrieval_metrics_available,case_group,case_priority_rank,selection_seed,cases_per_group,run_id,source_run_dir
gradcam-0e1537afcf216124399d,population-871cb5ca5f72060a723d7822,lfw,lfw:Vicki_Zhao_Wei:Vicki_Zhao_Wei_0002,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.00221280753613,True,False,False,True,True,0.719400842063,True,high_error,1,42,8,20260811-R001-f9c81fe5,C:\ronbun\runs\lfw_20260811\20260811-R001-f9c81fe5_step4_lfw_magface-6931178ad2025e1b3799
gradcam-7d3733e8d9c75ac837eb,population-871cb5ca5f72060a723d7822,lfw,lfw:Sophia_Loren:Sophia_Loren_0007,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,0.01,True,frozen_origin,-0.0169522762299,True,False,False,True,True,0.714065449608,True,high_error,2,42,8,20260811-R001-f9c81fe5,C:\ronbun\runs\lfw_20260811\20260811-R001-f9c81fe5_step4_lfw_magface-6931178ad2025e1b3799
gradcam-d133b1c9b2f7797cc057,population-871cb5ca5f72060a723d7822,lfw,lfw:Ahmad_Masood:Ahmad_Masood_0002,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0473127663136,True,False,False,True,True,0.677915525449,True,high_error,3,42,8,20260811-R001-f9c81fe5,C:\ronbun\runs\lfw_20260811\20260811-R001-f9c81fe5_step4_lfw_magface-6931178ad2025e1b3799
gradcam-0bafa52f243bd1013877,population-871cb5ca5f72060a723d7822,lfw,lfw:Marcelo_Rios:Marcelo_Rios_0002,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0417893826962,True,False,False,True,True,0.673870548554,True,high_error,4,42,8,20260811-R001-f9c81fe5,C:\ronbun\runs\lfw_20260811\20260811-R001-f9c81fe5_step4_lfw_magface-6931178ad2025e1b3799
gradcam-a229a866aa08d793307a,population-871cb5ca5f72060a723d7822,lfw,lfw:Michael_Chang:Michael_Chang_0004,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,0.01,True,frozen_origin,-0.0186225771904,True,False,False,True,True,0.671270508886,True,high_error,5,42,8,20260811-R001-f9c81fe5,C:\ronbun\runs\lfw_20260811\20260811-R001-f9c81fe5_step4_lfw_magface-6931178ad2025e1b3799
gradcam-02fef60c0a32dc8b1b0a,population-871cb5ca5f72060a723d7822,lfw,lfw:Tyra_Banks:Tyra_Banks_0001,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0479780584574,True,False,False,True,True,0.666803943962,True,high_error,6,42,8,20260811-R001-f9c81fe5,C:\ronbun\runs\lfw_20260811\20260811-R001-f9c81fe5_step4_lfw_magface-6931178ad2025e1b3799
gradcam-9f50c881fa9d620f8901,population-871cb5ca5f72060a723d7822,lfw,lfw:Zhang_Ziyi:Zhang_Ziyi_0001,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0793291479349,True,False,False,True,True,0.660483928729,True,high_error,7,42,8,20260811-R001-f9c81fe5,C:\ronbun\runs\lfw_20260811\20260811-R001-f9c81fe5_step4_lfw_magface-6931178ad2025e1b3799
gradcam-5b96d1135c71e9676611,population-871cb5ca5f72060a723d7822,lfw,lfw:Marcelo_Rios:Marcelo_Rios_0005,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0208612978458,True,False,False,True,True,0.658342885779,True,high_error,8,42,8,20260811-R001-f9c81fe5,C:\ronbun\runs\lfw_20260811\20260811-R001-f9c81fe5_step4_lfw_magface-6931178ad2025e1b3799
gradcam-3a7121d4e97c0817096e,population-871cb5ca5f72060a723d7822,lfw,lfw:Nadine_Vinzens:Nadine_Vinzens_0001,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,-0.0187257826328,False,False,False,True,True,0.706683727799,True,rank_flip,1,42,8,20260811-R001-f9c81fe5,C:\ronbun\runs\lfw_20260811\20260811-R001-f9c81fe5_step4_lfw_magface-6931178ad2025e1b3799
gradcam-d2adf959fadf8eef3536,population-871cb5ca5f72060a723d7822,lfw,lfw:Barbara_Walters:Barbara_Walters_0003,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0751321017742,False,False,False,True,True,0.673172900516,True,rank_flip,2,42,8,20260811-R001-f9c81fe5,C:\ronbun\runs\lfw_20260811\20260811-R001-f9c81fe5_step4_lfw_magface-6931178ad2025e1b3799
gradcam-b2e6516acdba9110a99c,population-871cb5ca5f72060a723d7822,lfw,lfw:Allyson_Felix:Allyson_Felix_0004,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,-0.034669443965,False,False,False,True,True,0.665495684415,True,rank_flip,3,42,8,20260811-R001-f9c81fe5,C:\ronbun\runs\lfw_20260811\20260811-R001-f9c81fe5_step4_lfw_magface-6931178ad2025e1b3799
gradcam-0c6d6da2cf540a571867,population-871cb5ca5f72060a723d7822,lfw,lfw:Hassan_Nasrallah:Hassan_Nasrallah_0001,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0546411424875,False,False,False,True,True,0.65970714352,True,rank_flip,4,42,8,20260811-R001-f9c81fe5,C:\ronbun\runs\lfw_20260811\20260811-R001-f9c81fe5_step4_lfw_magface-6931178ad2025e1b3799
gradcam-8371869063dc1ad096a4,population-871cb5ca5f72060a723d7822,lfw,lfw:Reese_Witherspoon:Reese_Witherspoon_0001,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0106921195984,False,False,False,True,True,0.658776602582,True,rank_flip,5,42,8,20260811-R001-f9c81fe5,C:\ronbun\runs\lfw_20260811\20260811-R001-f9c81fe5_step4_lfw_magface-6931178ad2025e1b3799
gradcam-fa4c134af591f44cf678,population-871cb5ca5f72060a723d7822,lfw,lfw:Sachiko_Yamada:Sachiko_Yamada_0004,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,-0.00756329298019,False,False,False,True,True,0.64987761895,True,rank_flip,6,42,8,20260811-R001-f9c81fe5,C:\ronbun\runs\lfw_20260811\20260811-R001-f9c81fe5_step4_lfw_magface-6931178ad2025e1b3799
