schema_version,metric_contract,rank_k,model_uid,method,target_fpir,score_space,test_probe_count,test_non_mated_count,test_mated_count,false_accept_count,true_identification_at_rank_k_count,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir_at_rank_k,tpir_at_rank_k_wilson95_low,tpir_at_rank_k_wilson95_high,target_met_on_test,target_met_by_wilson_upper,threshold_fit_on_test,tpir_cluster95_low,tpir_cluster95_high,mated_identity_count,partition_seed
2,genuine-score-topk-v2,20,conditional-threshold-bc2b30639f9a525eb6de1c23,global_empirical,0.01,negative_squared_l2_adc,182159,121736,60423,1218,125,0.010005257278044292,0.00946144013572431,0.010579997651476906,0.002068748655313374,0.0017367487301086634,0.0024640576117829676,False,False,False,0.0007687766668960218,0.004071122874888071,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-664a76ef8b4c329df5f178d0,global_safe,0.01,negative_squared_l2_adc,182159,121736,60423,1065,112,0.008748439245580601,0.00824060579019465,0.00928727524900056,0.001853598795160783,0.0015408521998695373,0.0022296817767567616,True,True,False,0.0006947918234403179,0.0036418220782201633,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-218c50b1af5910b294dc2a64,fiqa_s,0.01,negative_squared_l2_adc,182159,121736,60423,1059,109,0.008699152263915358,0.008192782322705167,0.009236527863627064,0.0018039488274332622,0.001495801195459844,0.002175439158412917,True,True,False,0.0006525335554601302,0.0036569027019038424,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-74622136051113ba078c62f5,fiqa_l,0.01,negative_squared_l2_adc,182159,121736,60423,1036,104,0.008510218834198594,0.008009498759596641,0.00904195649076083,0.0017211988812207272,0.001420858574314379,0.002084892408302485,True,True,False,0.0006387266473697911,0.0033869553672045832,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-700328ceb84998b0b847e993,global_empirical,0.05,negative_squared_l2_adc,182159,121736,60423,5742,412,0.04716764145363738,0.045990981009142104,0.048372879836746485,0.006818595567912881,0.0061930619247267055,0.007506834327253406,True,True,False,0.003625790112850026,0.011492009942953841,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-4c0e414fb5c3b2b9d4e09131,global_safe,0.05,negative_squared_l2_adc,182159,121736,60423,5677,405,0.04663369915226392,0.045463482694230326,0.047832527245642645,0.006702745643215332,0.0060827725429361944,0.007385438589285661,True,True,False,0.0035411865234275756,0.011330020164837248,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-6cd23e60fb947fa6b0d114c3,fiqa_s,0.05,negative_squared_l2_adc,182159,121736,60423,5613,403,0.04610797134783466,0.04494414145426272,0.04730044605507179,0.006669645664730318,0.00605127024960848,0.007350745134111017,True,True,False,0.0034392634872238825,0.011405256512873501,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-ed95045644ace115f5f224c6,fiqa_l,0.05,negative_squared_l2_adc,182159,121736,60423,5390,397,0.04427613852927647,0.04313489505145861,0.04544614242646845,0.006570345729275276,0.005956787702401401,0.00724664043581102,True,True,False,0.003496129392136045,0.011006247360063925,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-707c1dc4dffb64b44c257829,global_empirical,0.1,negative_squared_l2_adc,182159,121736,60423,11211,762,0.0920927252415062,0.09048124976466104,0.09372994346583435,0.012611091802790329,0.011751816246929175,0.01353233599296372,True,True,False,0.007936295299044596,0.018956801349279278,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-5184d807949fb3e2409391fa,global_safe,0.1,negative_squared_l2_adc,182159,121736,60423,11132,756,0.09144377998291385,0.08983747935119805,0.09307586431660146,0.012511791867335286,0.011655985494212082,0.013429579500173736,True,True,False,0.00789237524097748,0.01884192288157826,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-3ed9fe853692530f54bf02aa,fiqa_s,0.1,negative_squared_l2_adc,182159,121736,60423,11023,733,0.09054839981599527,0.08894927974955726,0.09217336009123143,0.012131142114757625,0.011288768105187834,0.013035545781420856,True,True,False,0.007654577806161815,0.01825219985632306,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-16ac6af3672e33a72fba35d2,fiqa_l,0.1,negative_squared_l2_adc,182159,121736,60423,10734,767,0.08817441019911941,0.0865945608305384,0.08978024959735006,0.012693841749002862,0.011831685999744797,0.01361795561140399,True,True,False,0.008008523451318292,0.018892408833798315,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-6226ebde0994b1c22753c6d4,global_empirical,0.2,negative_squared_l2_adc,182159,121736,60423,22220,1421,0.18252612210028257,0.18036625941961545,0.18470602033897218,0.023517534713602437,0.022339183637465513,0.024756467733954592,True,True,False,0.016855700417102718,0.031699213163461984,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-f7b3569e19d078099c5b2046,global_safe,0.2,negative_squared_l2_adc,182159,121736,60423,22206,1420,0.18241111914306368,0.18025179117469825,0.1845904899272091,0.02350098472435993,0.0223230495279891,0.024739503969179816,True,True,False,0.016855700417102718,0.03166676311326833,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-e766c189fe7468a6b698a49a,fiqa_s,0.2,negative_squared_l2_adc,182159,121736,60423,22089,1412,0.18145002300059143,0.17929517633033207,0.18362497314074713,0.023368584810419875,0.02219398231383408,0.024603788189325407,True,True,False,0.016828080954685975,0.031526766085637245,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-d5bd099698a5224f714447f0,fiqa_l,0.2,negative_squared_l2_adc,182159,121736,60423,22000,1512,0.18071893277255702,0.1785675101206324,0.1828905050329793,0.025023583734670573,0.023808024175126254,0.02629953375315117,True,True,False,0.01812024257465632,0.03365349056071896,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-d4d8f8bff0d8a3513030f501,global_empirical,0.3,negative_squared_l2_adc,182159,121736,60423,33836,2185,0.2779457186041927,0.2754362173853039,0.28046923351601427,0.036161726494877776,0.0347023840251506,0.03768004327417055,True,True,False,0.02795351533844573,0.04584483939617326,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-35f0c800753a7e336c13149d,global_safe,0.3,negative_squared_l2_adc,182159,121736,60423,33568,2167,0.2757442334231452,0.2732409691317049,0.27826165034173334,0.03586382668851265,0.03441041650224559,0.037376249060554326,True,True,False,0.027640454902571006,0.04544124358074857,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-06b798a36d6be8032238a7ba,fiqa_s,0.3,negative_squared_l2_adc,182159,121736,60423,33434,2138,0.2746434908326214,0.2721433735666933,0.277157830192805,0.03538387700047995,0.03394008235606639,0.03688674485344933,True,True,False,0.027274210669047907,0.04470912955644522,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-8e8ff142fd348c58fd904c83,fiqa_l,0.3,negative_squared_l2_adc,182159,121736,60423,33619,2321,0.27616317276729974,0.2736587157399385,0.27868175598283507,0.03841252503185873,0.03690921699847974,0.0399745211990018,True,True,False,0.029749717574328684,0.048551413128022324,3000,0
