analysis_scope,dataset_id,model_uid,compression_family,compression_profile,search_mode,protocol_uid,threshold_source_split,evaluation_split,target_fpir,threshold_policy,is_mated,saliency_feature,sensitivity_metric,sample_count,identity_count,spearman_rho,bootstrap_confidence_level,bootstrap_ci_low,bootstrap_ci_high,bootstrap_valid_repeats,bootstrap_rank_strategy,association_algorithm_version,run_id,source_run_dir
retrieval,lfw,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,0.01,frozen_origin,False,quadrant_top_left,top1_score_drift,855,264,0.0243072900316,0.95,-0.0361681673427,0.0949405304877,500,weighted_rerank,identity-cluster-weighted-rerank-v1,20260810-R001-e9b2f0fd,C:\ronbun\runs\lfw_20260810\20260810-R001-e9b2f0fd_step4_lfw_arcface-7972a704552df378345f
retrieval,lfw,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,0.01,frozen_origin,False,quadrant_top_left,agreement_with_origin,855,264,0.0097341558169,0.95,-0.0623783910534,0.08015496784,500,weighted_rerank,identity-cluster-weighted-rerank-v1,20260810-R001-e9b2f0fd,C:\ronbun\runs\lfw_20260810\20260810-R001-e9b2f0fd_step4_lfw_arcface-7972a704552df378345f
retrieval,lfw,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,0.01,frozen_origin,False,quadrant_top_left,threshold_crossing,855,264,,0.95,,,0,weighted_rerank,identity-cluster-weighted-rerank-v1,20260810-R001-e9b2f0fd,C:\ronbun\runs\lfw_20260810\20260810-R001-e9b2f0fd_step4_lfw_arcface-7972a704552df378345f
retrieval,lfw,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,0.01,frozen_origin,False,quadrant_top_right,top1_score_drift,855,264,-0.0907521214029,0.95,-0.154228637812,-0.0290145083849,500,weighted_rerank,identity-cluster-weighted-rerank-v1,20260810-R001-e9b2f0fd,C:\ronbun\runs\lfw_20260810\20260810-R001-e9b2f0fd_step4_lfw_arcface-7972a704552df378345f
retrieval,lfw,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,0.01,frozen_origin,False,quadrant_top_right,agreement_with_origin,855,264,0.00018008753454,0.95,-0.0623457409394,0.0646011236686,500,weighted_rerank,identity-cluster-weighted-rerank-v1,20260810-R001-e9b2f0fd,C:\ronbun\runs\lfw_20260810\20260810-R001-e9b2f0fd_step4_lfw_arcface-7972a704552df378345f
retrieval,lfw,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,0.01,frozen_origin,False,quadrant_top_right,threshold_crossing,855,264,,0.95,,,0,weighted_rerank,identity-cluster-weighted-rerank-v1,20260810-R001-e9b2f0fd,C:\ronbun\runs\lfw_20260810\20260810-R001-e9b2f0fd_step4_lfw_arcface-7972a704552df378345f
retrieval,lfw,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,0.01,frozen_origin,False,quadrant_bottom_left,top1_score_drift,855,264,0.0374956310164,0.95,-0.0213471650768,0.0991478514917,500,weighted_rerank,identity-cluster-weighted-rerank-v1,20260810-R001-e9b2f0fd,C:\ronbun\runs\lfw_20260810\20260810-R001-e9b2f0fd_step4_lfw_arcface-7972a704552df378345f
retrieval,lfw,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,0.01,frozen_origin,False,quadrant_bottom_left,agreement_with_origin,855,264,0.0147774114103,0.95,-0.0453709376268,0.0774292411996,500,weighted_rerank,identity-cluster-weighted-rerank-v1,20260810-R001-e9b2f0fd,C:\ronbun\runs\lfw_20260810\20260810-R001-e9b2f0fd_step4_lfw_arcface-7972a704552df378345f
retrieval,lfw,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,0.01,frozen_origin,False,quadrant_bottom_left,threshold_crossing,855,264,,0.95,,,0,weighted_rerank,identity-cluster-weighted-rerank-v1,20260810-R001-e9b2f0fd,C:\ronbun\runs\lfw_20260810\20260810-R001-e9b2f0fd_step4_lfw_arcface-7972a704552df378345f
retrieval,lfw,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,0.01,frozen_origin,False,quadrant_bottom_right,top1_score_drift,855,264,0.0624434859627,0.95,-0.00236506377737,0.125256946185,500,weighted_rerank,identity-cluster-weighted-rerank-v1,20260810-R001-e9b2f0fd,C:\ronbun\runs\lfw_20260810\20260810-R001-e9b2f0fd_step4_lfw_arcface-7972a704552df378345f
