schema_version,metric_contract,rank_k,model_uid,method,target_fpir,score_space,test_probe_count,test_non_mated_count,test_mated_count,false_accept_count,true_identification_at_rank_k_count,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir_at_rank_k,tpir_at_rank_k_wilson95_low,tpir_at_rank_k_wilson95_high,target_met_on_test,target_met_by_wilson_upper,threshold_fit_on_test,tpir_cluster95_low,tpir_cluster95_high,mated_identity_count,partition_seed
2,genuine-score-topk-v2,20,conditional-threshold-763f191e2f8f8391306ac5cc,global_empirical,0.01,negative_squared_l2_adc,182159,121736,60423,1409,1,0.011574226194387856,0.01098861325063456,0.012190663352704873,1.6549989242506992e-05,2.921485459104056e-06,9.374844928628428e-05,False,False,False,0.0,5.177124566255694e-05,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-fe38950542524a982ea985f7,global_safe,0.01,negative_squared_l2_adc,182159,121736,60423,1400,1,0.011500295721889991,0.010916583996119403,0.012114836327925559,1.6549989242506992e-05,2.921485459104056e-06,9.374844928628428e-05,False,False,False,0.0,5.177124566255694e-05,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-05219317caebcb11dfd28d89,fiqa_s,0.01,negative_squared_l2_adc,182159,121736,60423,1356,1,0.011138857856344877,0.010564533188588703,0.011744034214461069,1.6549989242506992e-05,2.921485459104056e-06,9.374844928628428e-05,False,False,False,0.0,5.177124566255694e-05,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-a2c88db876f1680022ab97c7,fiqa_l,0.01,negative_squared_l2_adc,182159,121736,60423,1345,3,0.011048498389958599,0.010476544965829625,0.011651309206971348,4.964996772752098e-05,1.6885609984492088e-05,0.00014598007326325498,False,False,False,0.0,0.00013398483908531295,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-953e64cd7baab9591d3e830f,global_empirical,0.05,negative_squared_l2_adc,182159,121736,60423,6354,86,0.052194913583492146,0.050959552991899325,0.05345853484601328,0.0014232990748556014,0.0011527399628053926,0.0017572492832902426,False,False,False,0.0008452957028522426,0.002097535346355244,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-20199803c131241c013596e5,global_safe,0.05,negative_squared_l2_adc,182159,121736,60423,6320,84,0.05191562068738911,0.05068343228664199,0.05317608738504706,0.0013901990963705875,0.0011231331307709146,0.0017206603668223621,False,False,False,0.0008405874554831001,0.0020547744085067437,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-b9c8cc08d20f70a5c0b63141,fiqa_s,0.05,negative_squared_l2_adc,182159,121736,60423,6140,84,0.05043701123743182,0.049221785746010875,0.05168060833978876,0.0013901990963705875,0.0011231331307709146,0.0017206603668223621,False,False,False,0.0008692586090582287,0.002021870194875399,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-24204183592dd231fcb61559,fiqa_l,0.05,negative_squared_l2_adc,182159,121736,60423,6055,97,0.049738778997174216,0.048531664844304545,0.050974308825936204,0.0016053489565231783,0.001316259832792415,0.0019578060300661933,True,False,False,0.0009827943418811377,0.002384524494672038,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-eeed8de44fc8a54ae123e23f,global_empirical,0.1,negative_squared_l2_adc,182159,121736,60423,11951,374,0.0981714529802195,0.0965126616418686,0.09985560344172777,0.006189695976697615,0.00559495624134399,0.0068472207890913055,True,True,False,0.004112097485582484,0.00850599851738911,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-6d3729216e6dde0c085b4bf1,global_safe,0.1,negative_squared_l2_adc,182159,121736,60423,11951,374,0.0981714529802195,0.0965126616418686,0.09985560344172777,0.006189695976697615,0.00559495624134399,0.0068472207890913055,True,True,False,0.004112097485582484,0.00850599851738911,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-a87929c78749754759e8cf3f,fiqa_s,0.1,negative_squared_l2_adc,182159,121736,60423,11740,367,0.09643819412499179,0.09479268604491325,0.09810917071300163,0.0060738460520000665,0.005484949584899156,0.006725542325777883,True,True,False,0.003996841955731067,0.008470778648082548,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-0fde25b85be28b99e49514d1,fiqa_l,0.1,negative_squared_l2_adc,182159,121736,60423,11349,413,0.09322632581980679,0.09160586928286854,0.09487245356347543,0.006835145557155388,0.006208821484259725,0.007524172641971564,True,True,False,0.004496291369982036,0.009788507598323727,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-fa970906d537942c985532bd,global_empirical,0.2,negative_squared_l2_adc,182159,121736,60423,23541,1113,0.1933774725635802,0.19116857368027987,0.19560572218364067,0.018420138026910282,0.017378198477062883,0.019523307624993966,True,True,False,0.013291620430463367,0.024478075313179158,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-6a1a7484accf9116393431fe,global_safe,0.2,negative_squared_l2_adc,182159,121736,60423,23466,1109,0.19276138529276468,0.1905551968990516,0.19498696330408172,0.018353938069940255,0.017313894019006036,0.019455220586046103,True,True,False,0.013247791586457443,0.024375398359685257,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-f915d5f19d579cb629cd2166,fiqa_s,0.2,negative_squared_l2_adc,182159,121736,60423,23342,1076,0.19174278767168298,0.18954109968266994,0.19396392956129507,0.017807788424937524,0.01678352168566022,0.018893363069102997,True,True,False,0.012934930765523267,0.023430722483849198,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-24e512d7d8e0b0fd69cab8de,fiqa_l,0.2,negative_squared_l2_adc,182159,121736,60423,22932,1187,0.18837484392455806,0.18618820713029435,0.19058114716803368,0.0196448372308558,0.01856845904772724,0.02078228974891689,True,True,False,0.014389346303488487,0.02588928085560345,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-16f9773d9a35a39b5f1bdab6,global_empirical,0.3,negative_squared_l2_adc,182159,121736,60423,35180,1890,0.2889860024972071,0.2864463544106287,0.29153896753199704,0.03127947966833822,0.029921044655608527,0.03269750973961471,True,True,False,0.024285908291483405,0.03919468481043268,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-a7c89b546d78fe387c6d902c,global_safe,0.3,negative_squared_l2_adc,182159,121736,60423,35114,1885,0.2884438456988894,0.28590563460723406,0.2909954079538989,0.03119672972212568,0.02984007732662551,0.03261298769734182,True,True,False,0.024247132698996556,0.039114920383486684,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-c5359a075a8e848e5e34b207,fiqa_s,0.3,negative_squared_l2_adc,182159,121736,60423,34775,1835,0.2856591312348032,0.28312837119203127,0.2882034181823433,0.03036923026000033,0.02903054847940533,0.03176762283200303,True,True,False,0.02372841926613181,0.037959332525636255,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-9f05d80310f064bb2bfda538,fiqa_l,0.3,negative_squared_l2_adc,182159,121736,60423,34456,1994,0.28303870670960113,0.28051506599684256,0.2855760397003169,0.033000678549558946,0.03160573698890279,0.03445499632844311,True,True,False,0.026046925716148802,0.04117347972139144,3000,0
2,genuine-score-topk-v2,20,conditional-threshold-8c7be65c0da6d111d53bcfbf,global_empirical,0.01,negative_squared_l2_adc,182159,121736,60423,1409,1,0.011574226194387856,0.01098861325063456,0.012190663352704873,1.6549989242506992e-05,2.921485459104056e-06,9.374844928628428e-05,False,False,False,0.0,5.177124566255694e-05,3000,1
2,genuine-score-topk-v2,20,conditional-threshold-a33fdc87ecd16a409a1b5970,global_safe,0.01,negative_squared_l2_adc,182159,121736,60423,1280,1,0.010514556088585135,0.009956823465349832,0.01110317980143552,1.6549989242506992e-05,2.921485459104056e-06,9.374844928628428e-05,False,False,False,0.0,5.177124566255694e-05,3000,1
2,genuine-score-topk-v2,20,conditional-threshold-af9952c5b8c6e33982bad74d,fiqa_s,0.01,negative_squared_l2_adc,182159,121736,60423,1278,1,0.01049812709469672,0.009940837869762215,0.011086308446068806,1.6549989242506992e-05,2.921485459104056e-06,9.374844928628428e-05,False,False,False,0.0,5.177124566255694e-05,3000,1
2,genuine-score-topk-v2,20,conditional-threshold-a64c9fbdf1e11efef3918870,fiqa_l,0.01,negative_squared_l2_adc,182159,121736,60423,1186,2,0.009742393375829664,0.009205901145932234,0.010309825425999754,3.3099978485013984e-05,9.077254918429269e-06,0.00012069055407813844,True,False,False,0.0,0.00010354249132511387,3000,1
