schema_version,metric_contract,rank_k,model_uid,method,target_fpir,score_space,test_probe_count,test_non_mated_count,test_mated_count,false_accept_count,true_identification_at_rank_k_count,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir_at_rank_k,tpir_at_rank_k_wilson95_low,tpir_at_rank_k_wilson95_high,target_met_on_test,target_met_by_wilson_upper,threshold_fit_on_test,tpir_cluster95_low,tpir_cluster95_high,mated_identity_count
2,genuine-score-topk-v2,20,conditional-threshold-23467c16e00b2755a0f49cca,global_empirical,0.01,negative_squared_l2_adc,182159,121736,60423,1409,1,0.011574226194387856,0.01098861325063456,0.012190663352704873,1.6549989242506992e-05,2.921485459104056e-06,9.374844928628428e-05,False,False,False,0.0,5.177124566255694e-05,3000
2,genuine-score-topk-v2,20,conditional-threshold-cc8be883f60a6731b5174bc8,global_safe,0.01,negative_squared_l2_adc,182159,121736,60423,1389,1,0.011409936255503713,0.010828556837984124,0.012022150255812039,1.6549989242506992e-05,2.921485459104056e-06,9.374844928628428e-05,False,False,False,0.0,5.177124566255694e-05,3000
2,genuine-score-topk-v2,20,conditional-threshold-a762acc1237fc42c3c5071c1,fiqa_s,0.01,negative_squared_l2_adc,182159,121736,60423,1310,1,0.010760990996911348,0.010196649757060645,0.011356207774039607,1.6549989242506992e-05,2.921485459104056e-06,9.374844928628428e-05,False,False,False,0.0,5.177124566255694e-05,3000
2,genuine-score-topk-v2,20,conditional-threshold-53e9bcf9a6eb493a115de180,fiqa_l,0.01,negative_squared_l2_adc,182159,121736,60423,1316,3,0.010810277978576591,0.010244624408853646,0.011406803975109587,4.964996772752098e-05,1.6885609984492088e-05,0.00014598007326325498,False,False,False,0.0,0.00013398483908531295,3000
2,genuine-score-topk-v2,20,conditional-threshold-213e3722b41d5033574300e8,global_empirical,0.05,negative_squared_l2_adc,182159,121736,60423,6354,86,0.052194913583492146,0.050959552991899325,0.05345853484601328,0.0014232990748556014,0.0011527399628053926,0.0017572492832902426,False,False,False,0.0008452957028522426,0.002097535346355244,3000
2,genuine-score-topk-v2,20,conditional-threshold-e75a172f6a9cc0ec758ab244,global_safe,0.05,negative_squared_l2_adc,182159,121736,60423,6269,81,0.05149668134323454,0.050269270058126515,0.0527523973642272,0.0013405491286430664,0.001078801188894841,0.001665698685944897,False,False,False,0.0008041736768297146,0.0019694426155334815,3000
2,genuine-score-topk-v2,20,conditional-threshold-9aa1a8c6ccc6d716450ecd9c,fiqa_s,0.05,negative_squared_l2_adc,182159,121736,60423,6275,87,0.051545968324899785,0.05031799384646278,0.05280224442875392,0.0014398490640981083,0.0011675584988706596,0.001775528621476155,False,False,False,0.000904274968762559,0.0020866928709275846,3000
2,genuine-score-topk-v2,20,conditional-threshold-e205a8457b6207aca970843c,fiqa_l,0.05,negative_squared_l2_adc,182159,121736,60423,6218,99,0.051077741999079974,0.049855130657037505,0.05232868451598087,0.0016384489350081922,0.0013461051036167651,0.0019941565077442017,False,False,False,0.001006759056840611,0.0024284939912191314,3000
2,genuine-score-topk-v2,20,conditional-threshold-4ff1a0092836d98c5b8d7dac,global_empirical,0.1,negative_squared_l2_adc,182159,121736,60423,11951,374,0.0981714529802195,0.0965126616418686,0.09985560344172777,0.006189695976697615,0.00559495624134399,0.0068472207890913055,True,True,False,0.004112097485582484,0.00850599851738911,3000
2,genuine-score-topk-v2,20,conditional-threshold-f24bed78ff20e6527a98f9a5,global_safe,0.1,negative_squared_l2_adc,182159,121736,60423,11749,357,0.09651212459748965,0.09486604661226701,0.09818366642494232,0.0059083461595749965,0.00532789618700121,0.006551616981164035,True,True,False,0.003921572025701939,0.008131734899795542,3000
2,genuine-score-topk-v2,20,conditional-threshold-29f9b13674ec5c0a39c00ee9,fiqa_s,0.1,negative_squared_l2_adc,182159,121736,60423,11768,370,0.09666820003942958,0.09502091989958267,0.09834093417169276,0.006123496019727588,0.005532088430961206,0.006777697102469372,True,True,False,0.004024290333320392,0.00855423058475255,3000
2,genuine-score-topk-v2,20,conditional-threshold-4806b5aa30b2e3a7a9a8ec0a,fiqa_l,0.1,negative_squared_l2_adc,182159,121736,60423,11512,426,0.09456528882171256,0.09293431870103805,0.09622184564808356,0.007050295417307979,0.006413783029668242,0.00774948346182838,True,True,False,0.004663976607102321,0.010094897557516792,3000
2,genuine-score-topk-v2,20,conditional-threshold-0e9d00062c243c3e4d67aba3,global_empirical,0.2,negative_squared_l2_adc,182159,121736,60423,23541,1113,0.1933774725635802,0.19116857368027987,0.19560572218364067,0.018420138026910282,0.017378198477062883,0.019523307624993966,True,True,False,0.013291620430463367,0.024478075313179158,3000
2,genuine-score-topk-v2,20,conditional-threshold-1f5a2b5876c9c7b7196bd4cb,global_safe,0.2,negative_squared_l2_adc,182159,121736,60423,23048,1075,0.1893277255700861,0.18713680359617202,0.191538253857507,0.017791238435695016,0.01676745374650999,0.018876333134002044,True,True,False,0.01276825194089056,0.02362912465071715,3000
2,genuine-score-topk-v2,20,conditional-threshold-f76a81abc7f73ca737be7582,fiqa_s,0.2,negative_squared_l2_adc,182159,121736,60423,23148,1062,0.1901491752645068,0.1879545761941163,0.19236332880727905,0.017576088575542426,0.016558592135184094,0.018654922380062614,True,True,False,0.012739169027334199,0.023125003175596768,3000
